,Suburb,Address,Type,Method,SellerG,Date,CouncilArea,Regionname,Propertycount
7141,Murrumbeena,14/24 Rosella St,u,S,Gary,18/06/2016,Glen Eira,Southern Metropolitan,4442.0
7142,Murrumbeena,22 Lydson St,h,S,Gary,19/11/2016,Glen Eira,Southern Metropolitan,4442.0
7143,Murrumbeena,4/19 Rosella St,t,SP,Buxton,22/05/2016,Glen Eira,Southern Metropolitan,4442.0
7144,Murrumbeena,22 Brett St,h,PI,Buxton,22/08/2016,Glen Eira,Southern Metropolitan,4442.0
7145,Murrumbeena,3/19 Howe St,u,SP,Matthew,22/08/2016,Glen Eira,Southern Metropolitan,4442.0
7146,Murrumbeena,1/178 Murrumbeena Rd,t,S,hockingstuart,23/04/2016,Glen Eira,Southern Metropolitan,4442.0
7147,Murrumbeena,32 Leura St,h,S,hockingstuart,24/09/2016,Glen Eira,Southern Metropolitan,4442.0
7148,Murrumbeena,116/41 Murrumbeena Rd,u,VB,Beller,24/09/2016,Glen Eira,Southern Metropolitan,4442.0
7149,Murrumbeena,19 Wahroongaa Rd,h,S,Woodards,24/09/2016,Glen Eira,Southern Metropolitan,4442.0
7150,Murrumbeena,1 Donal St,h,VB,hockingstuart,25/02/2017,Glen Eira,Southern Metropolitan,4442.0
7151,Murrumbeena,3/59 Poath Rd,h,S,Gary,25/02/2017,Glen Eira,Southern Metropolitan,4442.0
7152,Murrumbeena,2/15 Melbourne St,u,S,Anderson,26/07/2016,Glen Eira,Southern Metropolitan,4442.0
7153,Murrumbeena,226 Murrumbeena Rd,h,S,Woodards,26/07/2016,Glen Eira,Southern Metropolitan,4442.0
7154,Murrumbeena,49 Dalny Rd,h,VB,hockingstuart,27/06/2016,Glen Eira,Southern Metropolitan,4442.0
7155,Murrumbeena,2/190 Murrumbeena Rd,u,S,Woodards,27/06/2016,Glen Eira,Southern Metropolitan,4442.0
7156,Murrumbeena,47A Rosella St,t,PI,Buxton,27/11/2016,Glen Eira,Southern Metropolitan,4442.0
7157,Murrumbeena,22 Victory St,h,S,Gary,27/11/2016,Glen Eira,Southern Metropolitan,4442.0
7158,Murrumbeena,26 Innellan Rd,h,S,Thomson,28/05/2016,Glen Eira,Southern Metropolitan,4442.0
7159,Murrumbeena,525a Neerim Rd,h,PI,Ray,28/05/2016,Glen Eira,Southern Metropolitan,4442.0
7160,Murrumbeena,8/145 Murrumbeena Rd,u,PI,Woodards,28/08/2016,Glen Eira,Southern Metropolitan,4442.0
7161,Murrumbeena,12 Omama Rd,h,S,Woodards,28/08/2016,Glen Eira,Southern Metropolitan,4442.0
7162,Murrumbeena,4/1 Howe St,t,S,Buxton,30/07/2016,Glen Eira,Southern Metropolitan,4442.0
7163,Murrumbeena,3 Short St,h,S,Thomson,30/07/2016,Glen Eira,Southern Metropolitan,4442.0
7164,Ormond,208 Booran Rd,h,SP,Noel,3/12/2016,Glen Eira,Southern Metropolitan,3578.0
7165,Ormond,17 Murray Rd,h,PI,Marshall,3/12/2016,Glen Eira,Southern Metropolitan,3578.0
7166,Ormond,37 Thompson St,h,S,Buxton,3/12/2016,Glen Eira,Southern Metropolitan,3578.0
7167,Ormond,21 Tyrone St,h,S,Gary,3/12/2016,Glen Eira,Southern Metropolitan,3578.0
7168,Ormond,7/30 Walsh St,u,VB,Ray,4/02/2016,Glen Eira,Southern Metropolitan,3578.0
7169,Ormond,3/10 Ormond Rd,u,VB,Ray,4/03/2017,Glen Eira,Southern Metropolitan,3578.0
7170,Ormond,4 Thompson St,h,S,C21,4/03/2017,Glen Eira,Southern Metropolitan,3578.0
7171,Ormond,1/316 Tucker Rd,h,S,Buxton,4/03/2017,Glen Eira,Southern Metropolitan,3578.0
7172,Ormond,9 Queen St,h,S,Buxton,4/06/2016,Glen Eira,Southern Metropolitan,3578.0
7173,Ormond,1 Bethell St,h,S,hockingstuart,6/08/2016,Glen Eira,Southern Metropolitan,3578.0
7174,Ormond,15 Tyrone St,h,S,Buxton,6/08/2016,Glen Eira,Southern Metropolitan,3578.0
7175,Ormond,2/27 Wheeler St,u,S,hockingstuart,6/08/2016,Glen Eira,Southern Metropolitan,3578.0
7176,Ormond,27 Bewdley St,h,S,hockingstuart,7/11/2016,Glen Eira,Southern Metropolitan,3578.0
7177,Ormond,32a Bewdley St,h,S,Ray,8/10/2016,Glen Eira,Southern Metropolitan,3578.0
7178,Ormond,13 Stewart St,h,PI,hockingstuart,8/10/2016,Glen Eira,Southern Metropolitan,3578.0
7179,Ormond,37 Lewis St,h,S,hockingstuart,10/09/2016,Glen Eira,Southern Metropolitan,3578.0
7180,Ormond,14/21 Lillimur Rd,u,S,RT,10/09/2016,Glen Eira,Southern Metropolitan,3578.0
7181,Ormond,9 Ruby St,h,S,hockingstuart,10/09/2016,Glen Eira,Southern Metropolitan,3578.0
7182,Ormond,44 Thompson St,t,S,hockingstuart,10/09/2016,Glen Eira,Southern Metropolitan,3578.0
7183,Ormond,2/31 Malane St,u,S,Gary,10/12/2016,Glen Eira,Southern Metropolitan,3578.0
7184,Ormond,7/4 Holloway St,u,PI,Ray,12/06/2016,Glen Eira,Southern Metropolitan,3578.0
7185,Ormond,3/25 Holloway St,u,S,hockingstuart,12/11/2016,Glen Eira,Southern Metropolitan,3578.0
7186,Ormond,2/43 Ulupna Rd,h,S,hockingstuart,12/11/2016,Glen Eira,Southern Metropolitan,3578.0
7187,Ormond,16 Wallen Rd,h,S,hockingstuart,12/11/2016,Glen Eira,Southern Metropolitan,3578.0
7188,Ormond,3a Fraser St,h,S,Gary,14/05/2016,Glen Eira,Southern Metropolitan,3578.0
7189,Ormond,616 North Rd,h,S,Eview,14/05/2016,Glen Eira,Southern Metropolitan,3578.0
7190,Ormond,2/3 Coane St,u,SP,Marshall,15/10/2016,Glen Eira,Southern Metropolitan,3578.0
7191,Ormond,58 Draper St,h,S,Buxton,15/10/2016,Glen Eira,Southern Metropolitan,3578.0
7192,Ormond,16 Sherwood St,h,S,Marshall,15/10/2016,Glen Eira,Southern Metropolitan,3578.0
7193,Ormond,21 Stewart St,h,S,hockingstuart,15/10/2016,Glen Eira,Southern Metropolitan,3578.0
7194,Ormond,3/16 Wheeler St,u,S,Woodards,15/10/2016,Glen Eira,Southern Metropolitan,3578.0
7195,Ormond,245 Grange Rd,h,VB,Ray,16/04/2016,Glen Eira,Southern Metropolitan,3578.0
7196,Ormond,4/4 Ormond Rd,u,SP,Thomson,16/04/2016,Glen Eira,Southern Metropolitan,3578.0
7197,Ormond,13 Parker St,h,SA,Ray,16/07/2016,Glen Eira,Southern Metropolitan,3578.0
7198,Ormond,2 Stewart St,h,PI,Buxton,16/07/2016,Glen Eira,Southern Metropolitan,3578.0
7199,Ormond,6/13 Ulupna Rd,u,SP,Thomson,17/09/2016,Glen Eira,Southern Metropolitan,3578.0
7200,Ormond,48 Stewart St,h,PI,hockingstuart,18/03/2017,Glen Eira,Southern Metropolitan,3578.0
7201,Ormond,1/75 Lillimur Rd,u,S,Gary,19/11/2016,Glen Eira,Southern Metropolitan,3578.0
7202,Ormond,1/25 Murray Rd,u,PI,Buxton,22/05/2016,Glen Eira,Southern Metropolitan,3578.0
7203,Ormond,2/26 Wicklow St,u,PI,Buxton,23/04/2016,Glen Eira,Southern Metropolitan,3578.0
7204,Ormond,1 Blackshaw St,h,S,Buxton,24/09/2016,Glen Eira,Southern Metropolitan,3578.0
7205,Ormond,1 Carcoola Ct,h,S,Woodards,25/02/2017,Glen Eira,Southern Metropolitan,3578.0
7206,Ormond,55 Carlyon St,h,S,C21,25/02/2017,Glen Eira,Southern Metropolitan,3578.0
7207,Ormond,5/11 Ormond Rd,u,PI,Purplebricks,25/02/2017,Glen Eira,Southern Metropolitan,3578.0
7208,Ormond,10/21 Lillimur Rd,u,SP,hockingstuart,26/07/2016,Glen Eira,Southern Metropolitan,3578.0
7209,Ormond,3/11 Ormond Rd,u,SA,Stockdale,26/07/2016,Glen Eira,Southern Metropolitan,3578.0
7210,Ormond,5/254 Booran Rd,t,S,Gary,27/06/2016,Glen Eira,Southern Metropolitan,3578.0
7211,Ormond,41 Queen St,h,SP,Buxton,27/06/2016,Glen Eira,Southern Metropolitan,3578.0
7212,Ormond,7/21 Lillimur Rd,u,S,Ray,27/11/2016,Glen Eira,Southern Metropolitan,3578.0
7213,Ormond,2 Wimmera St,h,S,Thomson,27/11/2016,Glen Eira,Southern Metropolitan,3578.0
7214,Ormond,2/35 Leila Rd,u,S,Biggin,28/05/2016,Glen Eira,Southern Metropolitan,3578.0
7215,Ormond,1/24 Lillimur Rd,u,S,Ray,28/05/2016,Glen Eira,Southern Metropolitan,3578.0
7216,Ormond,19 Anthony St,h,S,Noel,28/08/2016,Glen Eira,Southern Metropolitan,3578.0
7217,Ormond,3/302 Grange Rd,u,VB,Besser,28/08/2016,Glen Eira,Southern Metropolitan,3578.0
7218,Ormond,5/30 Lillimur Rd,u,VB,Ray,30/07/2016,Glen Eira,Southern Metropolitan,3578.0
7219,West Footscray,1 Buxton St,h,S,Burnham,3/12/2016,Maribyrnong,Western Metropolitan,5058.0
7220,West Footscray,22 Clarendon Pde,h,PI,Alexkarbon,3/12/2016,Maribyrnong,Western Metropolitan,5058.0
7221,West Footscray,140 Essex St,h,S,Village,3/12/2016,Maribyrnong,Western Metropolitan,5058.0
7222,West Footscray,8 View St,h,S,Village,3/12/2016,Maribyrnong,Western Metropolitan,5058.0
7223,West Footscray,20 Wellington St,h,S,Jas,3/12/2016,Maribyrnong,Western Metropolitan,5058.0
7224,West Footscray,742 Barkly St,h,PI,Biggin,4/02/2016,Maribyrnong,Western Metropolitan,5058.0
7225,West Footscray,29 Devonshire St,h,PI,Sweeney,4/03/2017,Maribyrnong,Western Metropolitan,5058.0
7226,West Footscray,90 Pitt St,h,S,Sweeney,4/03/2017,Maribyrnong,Western Metropolitan,5058.0
7227,West Footscray,38 Wellington St,h,S,Sweeney,4/03/2017,Maribyrnong,Western Metropolitan,5058.0
7228,West Footscray,86 Ashley St,h,S,Sweeney,4/06/2016,Maribyrnong,Western Metropolitan,5058.0
7229,West Footscray,1/12 Hatfield Ct,u,SP,Sweeney,7/05/2016,Maribyrnong,Western Metropolitan,5058.0
7230,West Footscray,2/705 Barkly St,u,SP,Jas,7/11/2016,Maribyrnong,Western Metropolitan,5058.0
7231,West Footscray,4 Rupert St,h,PI,Jas,7/11/2016,Maribyrnong,Western Metropolitan,5058.0
7232,West Footscray,12/32 Argyle St,h,S,hockingstuart,8/10/2016,Maribyrnong,Western Metropolitan,5058.0
7233,West Footscray,2/10 Hatfield Ct,h,S,Sweeney,8/10/2016,Maribyrnong,Western Metropolitan,5058.0
7234,West Footscray,18/24 Dongola Rd,t,S,Village,10/09/2016,Maribyrnong,Western Metropolitan,5058.0
7235,West Footscray,5/28 Hampton Pde,h,S,Sweeney,10/09/2016,Maribyrnong,Western Metropolitan,5058.0
7236,West Footscray,1/37 Hampton Pde,h,S,Village,10/09/2016,Maribyrnong,Western Metropolitan,5058.0
7237,West Footscray,1/12 Hatfield Ct,u,SP,Sweeney,10/09/2016,Maribyrnong,Western Metropolitan,5058.0
7238,West Footscray,45 Hansen St,h,S,Jas,10/12/2016,Maribyrnong,Western Metropolitan,5058.0
7239,West Footscray,13 Soudan Rd,h,S,Brad,10/12/2016,Maribyrnong,Western Metropolitan,5058.0
7240,West Footscray,8/21 Hampton Pde,u,S,Sweeney,11/02/2017,Maribyrnong,Western Metropolitan,5058.0
7241,West Footscray,12 Stonemark Ct,h,S,Biggin,11/02/2017,Maribyrnong,Western Metropolitan,5058.0
7242,West Footscray,12/624 Barkly St,u,S,hockingstuart,12/11/2016,Maribyrnong,Western Metropolitan,5058.0
7243,West Footscray,11 Elphinstone St,h,S,Sweeney,12/11/2016,Maribyrnong,Western Metropolitan,5058.0
7244,West Footscray,12 Stanley St,h,S,Brad,13/08/2016,Maribyrnong,Western Metropolitan,5058.0
7245,West Footscray,49 Napoleon St,h,S,Jas,14/05/2016,Maribyrnong,Western Metropolitan,5058.0
7246,West Footscray,120 Cross St,h,SA,Ray,15/10/2016,Maribyrnong,Western Metropolitan,5058.0
7247,West Footscray,1/9 Indwe St,t,S,Nelson,15/10/2016,Maribyrnong,Western Metropolitan,5058.0
7248,West Footscray,21 Napoleon St,h,S,Burnham,15/10/2016,Maribyrnong,Western Metropolitan,5058.0
7249,West Footscray,20 Warleigh Rd,h,SP,Sweeney,15/10/2016,Maribyrnong,Western Metropolitan,5058.0
7250,West Footscray,2/746 Barkly St,t,S,Sweeney,16/07/2016,Maribyrnong,Western Metropolitan,5058.0
7251,West Footscray,7 Church St,h,S,Sweeney,17/09/2016,Maribyrnong,Western Metropolitan,5058.0
7252,West Footscray,28 Khartoum St,h,S,Sweeney,17/09/2016,Maribyrnong,Western Metropolitan,5058.0
7253,West Footscray,3/1 Carmichael St,t,VB,Biggin,18/03/2017,Maribyrnong,Western Metropolitan,5058.0
7254,West Footscray,2/30 Fontein St,u,SP,Biggin,18/03/2017,Maribyrnong,Western Metropolitan,5058.0
7255,West Footscray,6 Fontein St,h,PI,Biggin,18/06/2016,Maribyrnong,Western Metropolitan,5058.0
7256,West Footscray,39 Blandford St,h,SP,Sweeney,19/11/2016,Maribyrnong,Western Metropolitan,5058.0
7257,West Footscray,8 Dongola Rd,h,S,hockingstuart,19/11/2016,Maribyrnong,Western Metropolitan,5058.0
7258,West Footscray,23 Fontein St,h,S,Sweeney,22/05/2016,Maribyrnong,Western Metropolitan,5058.0
7259,West Footscray,2a Hope St,h,S,Jas,22/05/2016,Maribyrnong,Western Metropolitan,5058.0
7260,West Footscray,135 Suffolk St,h,S,Jas,22/05/2016,Maribyrnong,Western Metropolitan,5058.0
7261,West Footscray,9/24 Dongola Rd,h,S,Jas,24/09/2016,Maribyrnong,Western Metropolitan,5058.0
7262,West Footscray,35 Exhibition St,h,S,Village,24/09/2016,Maribyrnong,Western Metropolitan,5058.0
7263,West Footscray,50 Hex St,h,S,Village,24/09/2016,Maribyrnong,Western Metropolitan,5058.0
7264,West Footscray,77 Suffolk St,h,S,Burnham,24/09/2016,Maribyrnong,Western Metropolitan,5058.0
7265,West Footscray,107 Alma St,h,S,Sweeney,25/02/2017,Maribyrnong,Western Metropolitan,5058.0
7266,West Footscray,51 Roberts St,h,S,Sweeney,25/02/2017,Maribyrnong,Western Metropolitan,5058.0
7267,West Footscray,10 Rupert St,h,S,Biggin,25/02/2017,Maribyrnong,Western Metropolitan,5058.0
7268,West Footscray,6/16 Warleigh Rd,u,SP,Sweeney,25/02/2017,Maribyrnong,Western Metropolitan,5058.0
7269,West Footscray,44 Clive St,h,SP,Sweeney,26/07/2016,Maribyrnong,Western Metropolitan,5058.0
7270,West Footscray,31 Napoleon St,h,S,Biggin,26/07/2016,Maribyrnong,Western Metropolitan,5058.0
7271,West Footscray,55 Elphinstone St,h,S,Jas,27/06/2016,Maribyrnong,Western Metropolitan,5058.0
7272,West Footscray,10/745 Barkly St,u,PI,Sweeney,27/11/2016,Maribyrnong,Western Metropolitan,5058.0
7273,West Footscray,5/14 Busch St,h,S,hockingstuart,27/11/2016,Maribyrnong,Western Metropolitan,5058.0
7274,West Footscray,5 Gwelo St,h,S,Sweeney,27/11/2016,Maribyrnong,Western Metropolitan,5058.0
7275,West Footscray,372 Somerville Rd,h,SP,Purplebricks,27/11/2016,Maribyrnong,Western Metropolitan,5058.0
7276,West Footscray,5/652 Barkly St,u,S,Sweeney,28/05/2016,Maribyrnong,Western Metropolitan,5058.0
7277,West Footscray,18 Molesworth Ct,h,S,Sweeney,28/05/2016,Maribyrnong,Western Metropolitan,5058.0
7278,West Footscray,4/17 Beaumont Pde,u,VB,Greg,28/08/2016,Maribyrnong,Western Metropolitan,5058.0
7279,West Footscray,116 Essex St,h,S,Sweeney,28/08/2016,Maribyrnong,Western Metropolitan,5058.0
7280,West Footscray,32 Richelieu St,h,S,Village,30/07/2016,Maribyrnong,Western Metropolitan,5058.0
7281,West Footscray,121 Suffolk St,h,S,Village,30/07/2016,Maribyrnong,Western Metropolitan,5058.0
7282,Albion,7 Dalworth St,h,SA,Barry,4/02/2016,Brimbank,Western Metropolitan,2185.0
7283,Albion,14 Delmont St,h,S,hockingstuart,4/03/2017,Brimbank,Western Metropolitan,2185.0
7284,Albion,12 Wyalong St,h,S,Bells,4/03/2017,Brimbank,Western Metropolitan,2185.0
7285,Albion,29 Norwood St,h,SP,Sweeney,4/06/2016,Brimbank,Western Metropolitan,2185.0
7286,Albion,25 Sydney St,h,S,Bells,10/09/2016,Brimbank,Western Metropolitan,2185.0
7287,Albion,60 Sydney St,h,S,Sweeney,10/12/2016,Brimbank,Western Metropolitan,2185.0
7288,Albion,3/14 Ridley St,t,PI,FN,11/02/2017,Brimbank,Western Metropolitan,2185.0
7289,Albion,27 Burnewang St,h,S,Barry,15/10/2016,Brimbank,Western Metropolitan,2185.0
7290,Albion,13 Maylands St,h,S,Barry,18/03/2017,Brimbank,Western Metropolitan,2185.0
7291,Albion,12 Coolamon St,h,SP,Barry,22/05/2016,Brimbank,Western Metropolitan,2185.0
7292,Albion,70 Forrest St,h,VB,Sweeney,22/05/2016,Brimbank,Western Metropolitan,2185.0
7293,Albion,10/117 Anderson Rd,u,S,hockingstuart,22/08/2016,Brimbank,Western Metropolitan,2185.0
7294,Albion,25 Brisbane St,u,S,Barry,24/09/2016,Brimbank,Western Metropolitan,2185.0
7295,Albion,16/20 Talmage St,t,SP,Barry,24/09/2016,Brimbank,Western Metropolitan,2185.0
7296,Albion,53 Adelaide St,h,S,Douglas,25/02/2017,Brimbank,Western Metropolitan,2185.0
7297,Albion,2/32 Forrest St,u,S,Douglas,25/02/2017,Brimbank,Western Metropolitan,2185.0
7298,Albion,20 Hutchinson St,h,SP,FN,25/02/2017,Brimbank,Western Metropolitan,2185.0
7299,Albion,16 Selwyn St,h,S,Bells,25/02/2017,Brimbank,Western Metropolitan,2185.0
7300,Albion,28 Selwyn St,h,S,Barry,27/06/2016,Brimbank,Western Metropolitan,2185.0
7301,Albion,13 Gunnedah St,h,S,Village,27/11/2016,Brimbank,Western Metropolitan,2185.0
7302,Albion,48 Sydney St,h,S,Barry,27/11/2016,Brimbank,Western Metropolitan,2185.0
7303,Albion,8/6 Ridley St,u,PI,Biggin,28/05/2016,Brimbank,Western Metropolitan,2185.0
7304,Albion,3 Barclay St,h,S,Barry,30/07/2016,Brimbank,Western Metropolitan,2185.0
7305,Albion,5/25 Ridley St,u,SP,Burnham,30/07/2016,Brimbank,Western Metropolitan,2185.0
7306,Brooklyn,3/673 Geelong Rd,t,PI,Jas,10/09/2016,Hobsons Bay,Western Metropolitan,962.0
7307,Brooklyn,1/8 Paw Paw Rd,h,SP,hockingstuart,25/02/2017,Brimbank,Western Metropolitan,962.0
7308,Brooklyn,11 Houston Ct,h,S,hockingstuart,28/08/2016,Hobsons Bay,Western Metropolitan,962.0
7309,Glen Huntly,7/15 Manchester Gr,u,S,Woodards,4/06/2016,Glen Eira,Southern Metropolitan,2403.0
7310,Glen Huntly,83 Grange Rd,h,S,Gary,8/10/2016,Glen Eira,Southern Metropolitan,2403.0
7311,Glen Huntly,8 Augusta St,h,S,Woodards,10/09/2016,Glen Eira,Southern Metropolitan,2403.0
7312,Glen Huntly,2/143 Grange Rd,u,S,hockingstuart,10/09/2016,Glen Eira,Southern Metropolitan,2403.0
7313,Glen Huntly,2/6 Culma St,u,S,Woodards,18/06/2016,Glen Eira,Southern Metropolitan,2403.0
7314,Glen Huntly,6/99 Neerim Rd,u,PI,hockingstuart,18/06/2016,Glen Eira,Southern Metropolitan,2403.0
7315,Glen Huntly,6/135 Grange Rd,h,S,Gary,19/11/2016,Glen Eira,Southern Metropolitan,2403.0
7316,Glen Huntly,2/4 Hinton Rd,t,PI,Ray,19/11/2016,Glen Eira,Southern Metropolitan,2403.0
7317,Glen Huntly,16/89 Neerim Rd,t,S,Gary,22/05/2016,Glen Eira,Southern Metropolitan,2403.0
7318,Glen Huntly,27 Augusta St,h,S,Gary,22/08/2016,Glen Eira,Southern Metropolitan,2403.0
7319,Glen Huntly,201/1177 Glen Huntly Rd,u,S,Woodards,24/09/2016,Glen Eira,Southern Metropolitan,2403.0
7320,Glen Huntly,22/89 Neerim Rd,t,S,Buxton,25/02/2017,Glen Eira,Southern Metropolitan,2403.0
7321,Glen Huntly,1/205 Grange Rd,u,S,Gary,26/07/2016,Glen Eira,Southern Metropolitan,2403.0
7322,Oakleigh,128 Atherton Rd,h,S,Ray,4/03/2017,Monash,Southern Metropolitan,3224.0
7323,Oakleigh,8/105 Atherton Rd,h,PI,Ray,4/06/2016,Monash,Southern Metropolitan,3224.0
7324,Oakleigh,11/79 Atherton Rd,u,PI,Woodards,7/05/2016,Monash,Southern Metropolitan,3224.0
7325,Oakleigh,94 Burlington St,h,PI,Barry,7/11/2016,Monash,Southern Metropolitan,3224.0
7326,Oakleigh,4 Leroux St,h,S,Buxton,8/10/2016,Monash,Southern Metropolitan,3224.0
7327,Oakleigh,3 Estelle St,h,S,Ray,11/02/2017,Monash,Southern Metropolitan,3224.0
7328,Oakleigh,5/1 Parer St,h,SP,Barry,12/06/2016,Monash,Southern Metropolitan,3224.0
7329,Oakleigh,105 Atkinson St,h,S,Ray,12/11/2016,Monash,Southern Metropolitan,3224.0
7330,Oakleigh,1173 North Rd,h,S,Buxton,12/11/2016,Monash,Southern Metropolitan,3224.0
7331,Oakleigh,1/1478 Dandenong Rd,u,S,Buxton,15/10/2016,Monash,Southern Metropolitan,3224.0
7332,Oakleigh,53 William St,h,SP,Buxton,15/10/2016,Monash,Southern Metropolitan,3224.0
7333,Oakleigh,56 Burlington St,h,S,Ray,17/09/2016,Monash,Southern Metropolitan,3224.0
7334,Oakleigh,1249 North Rd,h,SP,Buxton,17/09/2016,Monash,Southern Metropolitan,3224.0
7335,Oakleigh,13 Hilbert Ct,h,S,Buxton,18/03/2017,Monash,Southern Metropolitan,3224.0
7336,Oakleigh,1231 North Rd,h,S,Woodards,18/03/2017,Monash,Southern Metropolitan,3224.0
7337,Oakleigh,134 Atherton Rd,h,S,Ray,19/11/2016,Monash,Southern Metropolitan,3224.0
7338,Oakleigh,3/21 John St,h,S,Barry,19/11/2016,Monash,Southern Metropolitan,3224.0
7339,Oakleigh,1472 Dandenong Rd,h,PI,Woodards,22/05/2016,Monash,Southern Metropolitan,3224.0
7340,Oakleigh,197 Huntingdale Rd,h,S,Ray,25/02/2017,Monash,Southern Metropolitan,3224.0
7341,Oakleigh,1/233 Huntingdale Rd,u,S,Ray,26/07/2016,Monash,Southern Metropolitan,3224.0
7342,Oakleigh,1/157 Atherton Rd,u,S,Woodards,27/06/2016,Monash,Southern Metropolitan,3224.0
7343,Oakleigh,62 Eastgate St,h,S,Buxton,27/06/2016,Monash,Southern Metropolitan,3224.0
7344,Oakleigh,9 Winifred St,h,S,Ray,27/06/2016,Monash,Southern Metropolitan,3224.0
7345,Oakleigh,36 Hatter St,h,S,Buxton,27/11/2016,Monash,Southern Metropolitan,3224.0
7346,Oakleigh,1474 Dandenong Rd,h,PI,Woodards,28/05/2016,Monash,Southern Metropolitan,3224.0
7347,Oakleigh,5 Grant St,h,PI,Ray,28/05/2016,Monash,Southern Metropolitan,3224.0
7348,Oakleigh,9/126 Atherton Rd,u,S,O'Brien,30/07/2016,Monash,Southern Metropolitan,3224.0
7349,Ripponlea,2/120 Brighton Rd,u,S,Gary,7/05/2016,Port Phillip,Southern Metropolitan,821.0
7350,Ripponlea,4/16 Hotham Gr,u,S,RT,12/11/2016,Port Phillip,Southern Metropolitan,821.0
7351,Ripponlea,7/1 Hotham Gr,u,S,Woodards,18/06/2016,Port Phillip,Southern Metropolitan,821.0
7352,Ripponlea,8/10 Maryville St,u,S,Buxton,19/11/2016,Port Phillip,Southern Metropolitan,821.0
7353,Ripponlea,26 Bell St,t,S,Chisholm,27/06/2016,Port Phillip,Southern Metropolitan,821.0
7354,Ripponlea,23 Maryville St,h,PI,Marshall,27/11/2016,Port Phillip,Southern Metropolitan,821.0
7355,Ripponlea,13/209 Hotham St,u,S,hockingstuart,28/05/2016,Port Phillip,Southern Metropolitan,821.0
7356,Cremorne,72 Cubitt St,h,S,hockingstuart,4/06/2016,Yarra,Northern Metropolitan,1123.0
7357,Cremorne,5 Gough Pl,h,S,Jellis,4/06/2016,Yarra,Northern Metropolitan,1123.0
7358,Cremorne,301/163 Cremorne St,u,PI,hockingstuart,6/08/2016,Yarra,Northern Metropolitan,1123.0
7359,Cremorne,443 Punt Rd,h,S,Biggin,7/11/2016,Yarra,Northern Metropolitan,1123.0
7360,Cremorne,34 Green St,h,S,Biggin,8/10/2016,Yarra,Northern Metropolitan,1123.0
7361,Cremorne,7/18 Kelso St,u,S,Biggin,8/10/2016,Yarra,Northern Metropolitan,1123.0
7362,Cremorne,443 Punt Rd,h,PI,Biggin,10/09/2016,Yarra,Northern Metropolitan,1123.0
7363,Cremorne,183 Cubitt St,h,S,Biggin,15/10/2016,Yarra,Northern Metropolitan,1123.0
7364,Cremorne,204/8 Balmain St,u,SP,Dingle,16/07/2016,Yarra,Northern Metropolitan,1123.0
7365,Cremorne,18 Chapel St,h,S,Biggin,16/07/2016,Yarra,Northern Metropolitan,1123.0
7366,Cremorne,14 Dover St,h,S,hockingstuart,16/07/2016,Yarra,Northern Metropolitan,1123.0
7367,Cremorne,313/163 Cremorne St,u,SP,Jellis,18/03/2017,Yarra,Northern Metropolitan,1123.0
7368,Cremorne,56 Wellington St,h,VB,Jellis,18/06/2016,Yarra,Northern Metropolitan,1123.0
7369,Cremorne,607/140 Swan St,u,S,Jellis,19/11/2016,Yarra,Northern Metropolitan,1123.0
7370,Cremorne,84 Chestnut St,h,S,hockingstuart,22/05/2016,Yarra,Northern Metropolitan,1123.0
7371,Cremorne,54 Balmain St,h,S,Biggin,24/09/2016,Yarra,Northern Metropolitan,1123.0
7372,Cremorne,308/163 Cremorne St,u,S,hockingstuart,24/09/2016,Yarra,Northern Metropolitan,1123.0
7373,Cremorne,175 Dover St,t,S,hockingstuart,24/09/2016,Yarra,Northern Metropolitan,1123.0
7374,Cremorne,66 Green St,h,S,Biggin,27/11/2016,Yarra,Northern Metropolitan,1123.0
7375,Cremorne,12 Melrose St,h,S,Biggin,28/05/2016,Yarra,Northern Metropolitan,1123.0
7376,Docklands,2305/241 Harbour Esp,u,VB,RT,10/12/2016,Melbourne,Southern Metropolitan,4707.0
7377,Docklands,202/440 Docklands Dr,t,S,Raine,13/08/2016,Melbourne,Southern Metropolitan,4707.0
7378,Docklands,1508/50 Lorimer St,u,VB,RT,27/06/2016,Melbourne,Southern Metropolitan,4707.0
7379,South Kingsville,42 Watt St,h,S,Sweeney,4/06/2016,Hobsons Bay,Western Metropolitan,984.0
7380,South Kingsville,1/39 New St,t,SP,Greg,6/08/2016,Hobsons Bay,Western Metropolitan,984.0
7381,South Kingsville,69 Watt St,h,S,Williams,12/06/2016,Hobsons Bay,Western Metropolitan,984.0
7382,South Kingsville,58 Kernot St,t,SP,Sweeney,16/04/2016,Hobsons Bay,Western Metropolitan,984.0
7383,South Kingsville,88 Blackshaws Rd,h,SP,hockingstuart,17/09/2016,Hobsons Bay,Western Metropolitan,984.0
7384,South Kingsville,40 Greene St,h,S,Jas,18/06/2016,Hobsons Bay,Western Metropolitan,984.0
7385,South Kingsville,55 Saltley St,h,SP,Barlow,22/05/2016,Hobsons Bay,Western Metropolitan,984.0
7386,South Kingsville,2/77 Vernon St,h,SP,Gunn&Co,24/09/2016,Hobsons Bay,Western Metropolitan,984.0
7387,South Kingsville,1/11 New St,u,S,Sweeney,25/02/2017,Hobsons Bay,Western Metropolitan,984.0
